Customer_ID,Product_ID,Staff_ID,Date,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,DayOfWeek,TotalSales,ProductName,CustomerName,CustomerAddress,Customer_PhoneNumber,CustomerEmail,Staff_Name,Staff_Email
268,8,268,2023-01-12 04:00:00,4,13.474765365128803,South,Credit Card,False,Rainy,25.598110536576904,Good,Positive,22,Online Order,Thursday,53.89906146051521,Fruit Cake,Heidi Collins,"8767 Holly Terrace
Smithport, ME 58179",+1-355-647-1005x295,karen30@example.org,Kristina Wong,johnbaker@example.net
269,8,269,2023-01-12 05:00:00,2,17.998219726236304,North,Cash,True,Sunny,27.398712395389783,Poor,Positive,22,In Store,Thursday,35.99643945247261,Fruit Cake,Steven Davidson,"4510 Gail Underpass
Jasonbury, WI 55101",534-918-1903x324,melissalee@example.net,Jennifer Bauer,alicia79@example.com
270,5,270,2023-01-12 06:00:00,3,13.577137454107303,South,Cash,True,Rainy,28.68694706052574,Poor,Positive,48,Online Order,Thursday,40.73141236232192,Pizza Margherita,Robert Stokes,"4046 Thompson Groves Suite 445
Olsonton, VI 07631",(730)638-7030x103,smithkaren@example.com,Jessica Clark,matthew13@example.net
271,8,271,2023-01-12 07:00:00,1,18.607997323409336,West,Online,False,Rainy,22.83616480667523,Good,Positive,30,In Store,Thursday,18.607997323409336,Fruit Cake,Joseph Thompson,"5976 Jones Heights Apt. 931
Abbottmouth, UT 62287",451-544-8954x995,david32@example.com,Julie Deleon,tboone@example.net
272,0,272,2023-01-12 08:00:00,5,19.14475725224064,East,Cash,True,Rainy,33.51361595400486,Excellent,Positive,55,Online Order,Thursday,95.7237862612032,Vanilla Cake,John Baker,"1771 Victor Spur
Jenniferberg, NY 18401",001-578-325-5913x400,christensenlaura@example.com,Frederick Harris,zallen@example.net
273,6,273,2023-01-12 09:00:00,4,11.335767832764589,South,Cash,False,Sunny,30.112804232444205,Excellent,Positive,27,Online Order,Thursday,45.343071331058354,Pizza Beef Double decker,Mark Hudson,"607 Amber Spurs Suite 651
Lake Jamiebury, TX 18948",9798515328,brandoncunningham@example.net,Sean Hawkins,andrew85@example.net
274,6,274,2023-01-12 10:00:00,5,10.659704921094852,West,Credit Card,True,Sunny,29.49903376006233,Excellent,Neutral,37,Phone Order,Thursday,53.29852460547427,Pizza Beef Double decker,Ronald Williams,"7737 Gates Union Apt. 811
Ericbury, MS 88803",(695)321-4567x511,breynolds@example.org,Lawrence Evans,allenjessica@example.org
275,1,275,2023-01-12 11:00:00,2,19.04481730953735,South,Cash,False,Sunny,21.49244339270957,Average,Neutral,26,Online Order,Thursday,38.0896346190747,Red Velvet Cake,Shannon Lin,"3125 Lopez Lane Suite 666
Stanleyton, CO 88128",927.863.3261,cummingsadrian@example.org,Eric Robinson,Unknown
276,4,276,2023-01-12 12:00:00,5,15.127100917245022,West,Cash,False,Cloudy,29.06260907258888,Average,Neutral,41,In Store,Thursday,75.63550458622511,Pizza Pepperoni,Sherry Moore,"928 Leon Lights
Wongtown, KS 02931",+1-756-825-9694x109,jwatson@example.org,Aaron Martinez,kara88@example.com
277,4,277,2023-01-12 13:00:00,2,6.74034022022254,West,Credit Card,False,Rainy,21.814409933577384,Poor,Neutral,36,Phone Order,Thursday,13.48068044044508,Pizza Pepperoni,Devin Myers,"184 Michael Ridges
West Alexview, PA 15997",501-843-2250x094,keith19@example.com,Miss Brittany Gilbert,Unknown
278,5,278,2023-01-12 14:00:00,5,5.634376238340218,West,Online,False,Cloudy,21.180465127930987,Average,Negative,46,In Store,Thursday,28.17188119170109,Pizza Margherita,Timothy Valencia,"5299 Katie Springs Suite 227
Brownchester, NM 14222",+1-581-870-6843x093,Unknown,Tim Vega,steven19@example.net
279,0,279,2023-01-12 15:00:00,1,13.469435764958948,East,Online,False,Rainy,27.9096634346359,Excellent,Positive,41,Phone Order,Thursday,13.469435764958948,Vanilla Cake,Wendy Nash,"87305 Matthew Mission Apt. 276
West Dylanmouth, WY 42250",5617029822,vincenthall@example.com,Christopher Wallace,shopkins@example.net
280,1,280,2023-01-12 16:00:00,1,18.952564481576367,South,Credit Card,True,Sunny,26.041783010697426,Good,Negative,16,In Store,Thursday,18.952564481576367,Red Velvet Cake,Wanda Gibson,"17174 Sparks Village Suite 148
New Nicholasshire, ID 24571",777.703.5337x4270,ryanpollard@example.com,Amber Park,shelia95@example.org
281,4,281,2023-01-12 17:00:00,1,17.663730536087275,North,Credit Card,True,Rainy,27.154342182681738,Average,Positive,59,Phone Order,Thursday,17.663730536087275,Pizza Pepperoni,Matthew Williams,"1847 Matthew Forks Apt. 094
Lake John, SD 09057",+1-650-529-2676,anna56@example.com,Alexander Andrews,bennettmegan@example.net
282,6,282,2023-01-12 18:00:00,1,15.137716196965046,North,Online,True,Rainy,21.33833252085858,Average,Positive,47,In Store,Thursday,15.137716196965046,Pizza Beef Double decker,Samantha Torres,"9066 Luis Land
Rhondamouth, WY 26895",(798)460-9524,tristanalexander@example.org,Dennis Carter,ashleyhunt@example.net
283,8,283,2023-01-12 19:00:00,1,7.086737733366313,North,Online,False,Cloudy,26.46474594270888,Excellent,Negative,40,In Store,Thursday,7.086737733366313,Fruit Cake,Kimberly Juarez,"70461 Rebecca Route
Bartlettstad, AZ 86831",557.302.6963x34846,hansonjustin@example.org,Tasha Huang,ohunter@example.com
284,8,284,2023-01-12 20:00:00,1,8.813470756230434,North,Online,True,Rainy,27.154342182681738,Average,Neutral,42,Online Order,Thursday,8.813470756230434,Fruit Cake,Kyle Benson,"20680 Collier Prairie Apt. 173
Lake Allison, SC 36506",+1-390-652-1710x954,lori06@example.com,Kevin Shaw,Unknown
285,1,285,2023-01-12 21:00:00,2,18.13266839828924,West,Online,False,Sunny,34.80650128886175,Poor,Negative,33,Phone Order,Thursday,36.26533679657848,Red Velvet Cake,Jennifer Bowen,"6848 Sanders Common
Kristinaborough, MN 91933",001-592-910-0628x83071,lacey88@example.net,William Odonnell,Unknown
286,0,286,2023-01-12 22:00:00,4,7.742108549853507,South,Online,False,Rainy,28.417253186527617,Good,Negative,57,Phone Order,Thursday,30.968434199414027,Vanilla Cake,Catherine Johnson,"75558 Adams Ferry
New Henryfurt, RI 12108",691.464.0455,lorimorgan@example.com,Mark Moreno,wreid@example.net
287,0,287,2023-01-12 23:00:00,5,9.176591123756518,South,Credit Card,True,Rainy,30.31155291411301,Excellent,Positive,19,Online Order,Thursday,45.88295561878259,Vanilla Cake,Sharon Savage,"573 Lisa Course
Lake Tami, AS 97335",4017843093,kroberson@example.com,David Young,brandoncontreras@example.org
288,3,288,2023-01-13 00:00:00,1,6.944009767931629,East,Cash,False,Rainy,24.88127421023912,Poor,Positive,47,In Store,Friday,6.944009767931629,Carrot Cake,Luis Webster,"245 Smith Village
Paulshire, NM 09806",821.305.1064,shane95@example.org,Jack Martinez,hturner@example.com
289,7,289,2023-01-13 01:00:00,2,15.141623471216167,South,Online,True,Cloudy,21.421083721690163,Excellent,Positive,34,In Store,Friday,30.28324694243233,Cheesecake,Mr. David Lindsey,"Unit 2292 Box 4500
DPO AA 74471",+1-408-385-4871x009,Unknown,Justin Johnson,breweralyssa@example.net
290,4,290,2023-01-13 02:00:00,2,19.159734580448145,South,Online,False,Rainy,34.63806294175305,Poor,Neutral,44,Phone Order,Friday,38.31946916089629,Pizza Pepperoni,Samantha Spencer,"441 Wood Circles
New Melissahaven, ND 69324",461.215.9900x2910,Unknown,Paul Sanchez,ugilbert@example.net
291,0,291,2023-01-13 03:00:00,2,9.03452047393079,South,Cash,False,Rainy,24.293885530747747,Good,Negative,59,In Store,Friday,18.06904094786158,Vanilla Cake,Laura Hill,"1050 Rose Run Suite 581
Bondland, AL 62343",(407)355-2124,thompsonrobert@example.com,Luis Smith,linda77@example.org
292,6,292,2023-01-13 04:00:00,4,12.131099117751106,East,Cash,True,Cloudy,26.35712277760361,Good,Negative,22,Phone Order,Friday,48.52439647100442,Pizza Beef Double decker,Angela Gonzalez,"06648 Lowe Crest Suite 881
Steventown, AL 75633",568.802.5905x613,twyatt@example.com,Willie Alvarado,istewart@example.com
293,1,293,2023-01-13 05:00:00,5,14.515096095668063,North,Cash,False,Cloudy,29.747958825538625,Poor,Neutral,52,Phone Order,Friday,72.57548047834032,Red Velvet Cake,Carolyn Santiago PhD,"53046 Sanders Cape
East Scott, OR 46884",+1-862-447-3635x425,kabbott@example.org,Stacy Roberts,william61@example.net
294,3,294,2023-01-13 06:00:00,4,19.991993723234454,South,Cash,True,Cloudy,20.37045946529167,Poor,Negative,31,In Store,Friday,79.96797489293783,Carrot Cake,Elizabeth Perry,"629 Le Unions
Lake Jamesshire, KY 82232",001-941-804-9621x8637,thomasglass@example.com,Lynn White MD,scottedward@example.net
295,2,295,2023-01-13 07:00:00,3,6.572120974963582,East,Cash,False,Cloudy,27.154342182681738,Poor,Negative,58,In Store,Friday,19.716362924890745,Chocolate Cake,Michael Carter,"619 Frank Summit Suite 144
Lake Anthonyport, RI 99425",536-875-4708,jacobcole@example.com,Christine Adams,colleenbeard@example.com
296,5,296,2023-01-13 08:00:00,2,12.478561992585638,East,Cash,True,Sunny,27.154342182681738,Poor,Positive,15,In Store,Friday,24.957123985171275,Pizza Margherita,Mary Morgan,"51791 Mathis Glen Apt. 444
South Kellystad, AL 69896",(771)450-3334x81281,cmercado@example.net,Meghan Robinson,beth67@example.com
297,2,297,2023-01-13 09:00:00,3,10.776801798537502,West,Credit Card,False,Sunny,24.17325780603233,Poor,Neutral,17,Online Order,Friday,32.3304053956125,Chocolate Cake,Lindsay Hansen,"PSC 5988, Box 5040
APO AA 45551",841-856-6142x130,portercourtney@example.net,Darrell Little,jennifer92@example.org
298,8,298,2023-01-13 10:00:00,1,17.987302478335327,East,Cash,True,Rainy,20.92411977938704,Poor,Positive,40,Phone Order,Friday,17.987302478335327,Fruit Cake,Carl Ruiz,"963 Edward Branch Apt. 185
Lake Andrew, KS 83173",302.706.3245x62824,jacobsdavid@example.org,Matthew Duncan,uwalker@example.net
299,5,299,2023-01-13 11:00:00,1,12.13951596517484,North,Cash,True,Sunny,22.437476232116623,Good,Neutral,45,In Store,Friday,12.13951596517484,Pizza Margherita,Jordan Williams,"34738 Robert Point Apt. 589
New Ashley, MS 23392",550.522.6177,thompsonelizabeth@example.com,Amber Farley,brittneyowens@example.net
300,4,300,2023-01-13 12:00:00,4,6.664662868777222,South,Credit Card,False,Rainy,33.425507882801554,Poor,Positive,22,Online Order,Friday,26.658651475108886,Pizza Pepperoni,Gina Flores,"607 Welch Crossing
Moseschester, ME 36905",9155690780,Unknown,Jennifer Weaver,kiddjason@example.com
301,6,301,2023-01-13 13:00:00,5,14.516362179298754,East,Cash,True,Sunny,30.290363359038366,Average,Negative,57,In Store,Friday,72.58181089649378,Pizza Beef Double decker,Amy Richardson,"77045 Jeremy Streets
South Lisa, RI 91837",320-417-4977x1645,adrianponce@example.net,Molly Taylor,garrettjohnson@example.org
302,5,302,2023-01-13 14:00:00,3,16.561709273958197,North,Online,False,Cloudy,23.748525824553347,Good,Neutral,22,Phone Order,Friday,49.68512782187459,Pizza Margherita,Nathaniel Dougherty,"331 Christina Inlet Suite 680
New Kathleenbury, OK 99817",792-464-0117,richardjay@example.net,Steven Rivera,zmahoney@example.org
303,7,303,2023-01-13 15:00:00,5,5.0432187749842186,East,Online,False,Cloudy,20.984011474175443,Excellent,Neutral,49,Online Order,Friday,25.216093874921093,Cheesecake,Nicolas Montes,"49687 Durham Valley Suite 726
Matthewsville, NV 55413",+1-660-801-9831x236,umolina@example.org,Heidi Henry,Unknown
304,2,304,2023-01-13 16:00:00,4,17.884350281309445,East,Cash,True,Sunny,30.359229685799544,Good,Positive,53,Phone Order,Friday,71.53740112523778,Chocolate Cake,Susan Bennett,"46926 Perry Corner
South Jennifer, IA 77308",(774)292-6720x123,Unknown,Joseph Mays,nealandrew@example.net
305,4,305,2023-01-13 17:00:00,1,7.790345000084985,East,Credit Card,True,Sunny,28.58611588951648,Excellent,Neutral,42,In Store,Friday,7.790345000084985,Pizza Pepperoni,Antonio Johnson,"022 Christina Summit
Thomasfort, VI 23127",(324)364-1531x8257,kimberlywilliams@example.com,Charles Richardson,vreese@example.com
306,7,306,2023-01-13 18:00:00,5,13.281040469800669,East,Online,True,Rainy,26.067792866873525,Excellent,Negative,18,In Store,Friday,66.40520234900335,Cheesecake,Shawna Kent,"Unit 8066 Box 6351
DPO AP 61932",756-401-9191x6966,marshkelly@example.org,Scott Miller,jonesmichelle@example.net
307,8,307,2023-01-13 19:00:00,5,11.236962510311752,East,Credit Card,True,Rainy,25.45417173785096,Average,Negative,30,In Store,Friday,56.18481255155877,Fruit Cake,William Brown,"76191 French Loaf
Christopherbury, AS 38562",(887)864-7888,shannon67@example.com,Benjamin Peterson,vwilliams@example.com
308,7,308,2023-01-13 20:00:00,1,15.794807249157955,North,Online,True,Rainy,23.252214138936623,Poor,Negative,27,Online Order,Friday,15.794807249157955,Cheesecake,Stacy Thomas,"16121 Ramirez Corner Suite 006
Chaseshire, SC 14384",001-734-425-6893,christopher77@example.org,Mikayla Olsen,sarah79@example.org
309,3,309,2023-01-13 21:00:00,3,10.567424221786126,South,Cash,False,Cloudy,27.154342182681738,Poor,Positive,34,Online Order,Friday,31.70227266535838,Carrot Cake,Stanley Ashley,"439 Karen Row Apt. 345
Rebeccafort, SC 19720",+1-488-790-4601,bendertroy@example.org,Sonia Hernandez,Unknown
310,3,310,2023-01-13 22:00:00,1,18.046447650225662,South,Credit Card,True,Cloudy,34.56002041690806,Good,Neutral,19,Online Order,Friday,18.046447650225662,Carrot Cake,Victor Garcia,"33111 Robbins Way Suite 717
South Laura, ME 06972",001-487-475-6065x6308,tinanelson@example.net,Kathleen Johnson,larsonjames@example.com
311,1,311,2023-01-13 23:00:00,5,15.957445414381851,South,Credit Card,False,Cloudy,22.635728687552387,Poor,Positive,51,Online Order,Friday,79.78722707190927,Red Velvet Cake,Laura Smith,"3243 Kathleen Mill Apt. 279
Ballland, AR 25220",709.454.6837,qgriffin@example.net,Kimberly Patton,kellererin@example.org
312,4,312,2023-01-14 00:00:00,3,14.715697565943822,South,Credit Card,True,Cloudy,27.154342182681738,Average,Negative,34,In Store,Saturday,44.14709269783147,Pizza Pepperoni,Justin Ho,"27539 Carter Centers Apt. 470
Cooperhaven, VT 45269",498-584-7148x80497,vernon03@example.net,Amy Hawkins,steinkara@example.org
313,8,313,2023-01-14 01:00:00,3,16.943608933442814,North,Online,True,Rainy,26.36277583618964,Good,Neutral,38,In Store,Saturday,50.83082680032844,Fruit Cake,Sarah Levy,"6613 Anna Villages Apt. 783
Ericbury, WA 45309",955-701-0690,anthonystewart@example.org,Judy Williamson,Unknown
314,0,314,2023-01-14 02:00:00,1,16.310345523925733,West,Online,True,Cloudy,27.154342182681738,Good,Negative,50,In Store,Saturday,16.310345523925733,Vanilla Cake,David Andrews,"68433 Carter Trafficway Apt. 726
New Rodney, NC 47328",554.782.9656,erin07@example.com,Patrick Oconnell,mary87@example.com
315,3,315,2023-01-14 03:00:00,5,5.5390801238233,West,Online,False,Cloudy,23.812209201917216,Good,Neutral,48,Online Order,Saturday,27.6954006191165,Carrot Cake,Ryan Leonard,"523 Frank Streets
Port Timothyland, PA 03939",498.271.0073,barbarawoods@example.org,Nancy Pittman,dbradley@example.org
316,4,316,2023-01-14 04:00:00,4,10.921015307672423,North,Cash,True,Cloudy,32.37702313492129,Poor,Neutral,59,Online Order,Saturday,43.68406123068969,Pizza Pepperoni,Eric Wade,"860 Samantha Flats Apt. 001
Lake Matthewtown, NJ 67527",(356)502-9465x43743,Unknown,Christine Howell,josephmoore@example.org
317,0,317,2023-01-14 05:00:00,5,18.962109459747342,North,Online,False,Cloudy,27.278834062208617,Poor,Positive,48,In Store,Saturday,94.81054729873674,Vanilla Cake,Barbara Vaughan,"5601 Brandy Roads Apt. 348
Andersonburgh, ND 04246",582-725-7390x58829,christopher34@example.org,Jean Morris,gonzalezstacy@example.net
318,1,318,2023-01-14 06:00:00,2,6.885864034883394,East,Cash,False,Sunny,28.15108778297396,Poor,Neutral,33,In Store,Saturday,13.771728069766787,Red Velvet Cake,Austin Griffin,"30193 Poole Meadows Suite 847
Johnmouth, NC 53323",001-373-431-0069x601,Unknown,Kenneth Fisher,mollybarton@example.org
319,7,319,2023-01-14 07:00:00,4,16.05644825648077,East,Credit Card,False,Rainy,24.571413691959886,Good,Negative,31,Online Order,Saturday,64.22579302592308,Cheesecake,Samuel Hammond,"721 Davis Greens Suite 166
Greenemouth, NE 76806",8548833165,william97@example.net,James Vazquez,kelly16@example.org
320,3,320,2023-01-14 08:00:00,3,19.618877170029947,East,Credit Card,True,Rainy,22.727126985004247,Good,Unknown,19,Phone Order,Saturday,58.85663151008984,Carrot Cake,Lori Fry,"35594 Mullen Fork
Walkerport, HI 02119",883.586.2120x9065,aliciabutler@example.com,Bethany Edwards,ewiley@example.org
321,4,321,2023-01-14 09:00:00,4,5.782979435674575,South,Cash,False,Cloudy,21.28865582304231,Excellent,Negative,39,In Store,Saturday,23.1319177426983,Pizza Pepperoni,Christopher Cummings,"Unit 1509 Box 0989
DPO AE 97205",5636814744,ortegajeremy@example.org,Pamela Thomas,antonio54@example.com
322,5,322,2023-01-14 10:00:00,3,15.232908209399158,East,Online,True,Sunny,30.71178711387374,Excellent,Positive,32,In Store,Saturday,45.69872462819748,Pizza Margherita,Julie Wallace,"69393 Ayers Radial Suite 810
New Holly, WY 93968",993.762.7112x48226,yhall@example.org,Eric Schneider,Unknown
323,0,323,2023-01-14 11:00:00,3,12.022312119515457,West,Cash,False,Rainy,22.943514225317838,Poor,Negative,22,In Store,Saturday,36.06693635854637,Vanilla Cake,James George,"9152 Anthony Tunnel
Moodyborough, MA 94644",+1-291-201-6807x2479,qfreeman@example.com,Alexander Adams,larryunderwood@example.net
324,7,324,2023-01-14 12:00:00,4,13.687628830620833,South,Credit Card,True,Rainy,30.35113031283197,Good,Unknown,41,Online Order,Saturday,54.75051532248333,Cheesecake,Kelly Wallace,"879 Maria Throughway Suite 241
Port Joseph, NC 42022",581-704-6861x627,schwartzjessica@example.org,Sophia Greer,courtneyhodges@example.net
325,3,325,2023-01-14 13:00:00,3,6.280120047264873,East,Credit Card,False,Cloudy,25.855646690704308,Poor,Negative,29,In Store,Saturday,18.84036014179462,Carrot Cake,Amanda Jones,"0483 Jennifer Shoal
Changborough, CO 25870",942.528.9402x1296,kristinsmith@example.net,Michael Day,marc37@example.com
326,8,326,2023-01-14 14:00:00,3,5.6451042780040925,South,Cash,True,Cloudy,26.236622014844773,Poor,Negative,59,In Store,Saturday,16.93531283401228,Fruit Cake,Tyler Beltran,"0636 Michael Trail Suite 913
Kingland, PA 97634",942-791-4108x2455,rogerhamilton@example.org,David Lucas,valerie37@example.org
327,0,327,2023-01-14 15:00:00,2,15.002999908263826,West,Online,True,Rainy,27.03766244139157,Excellent,Neutral,27,In Store,Saturday,30.00599981652765,Vanilla Cake,Mr. Kevin Gonzales DVM,"65297 Robbins Mountains Suite 065
Port Heather, SC 76944",(725)593-3694,rmiller@example.com,Matthew Harris,watsondeanna@example.com
328,3,328,2023-01-14 16:00:00,5,17.349641447310766,East,Online,True,Rainy,25.515627621913147,Average,Negative,30,In Store,Saturday,86.74820723655384,Carrot Cake,Craig Thompson,"79021 Andrea Mount
Port Shellymouth, AZ 31596",618.970.7488x267,jennifer59@example.com,Michael Frederick,fosterrussell@example.net
329,0,329,2023-01-14 17:00:00,5,16.73023002399451,West,Cash,False,Sunny,21.50929965833885,Poor,Neutral,36,In Store,Saturday,83.65115011997254,Vanilla Cake,Karen Griffin,"943 Melissa Tunnel Apt. 703
North Dylan, NJ 52981",672-355-9806x248,operez@example.org,Todd Turner,johnsonjoshua@example.com
330,7,330,2023-01-14 18:00:00,2,13.15708591799356,West,Cash,False,Rainy,24.64447715004269,Average,Positive,34,Phone Order,Saturday,26.31417183598712,Cheesecake,Michael Gibson,"673 Smith Point
Ericksonstad, NV 63790",210-458-4542x288,roberthart@example.com,Adam Burgess,villarrealryan@example.net
331,3,331,2023-01-14 19:00:00,4,6.498002317042673,West,Online,True,Rainy,29.95601541040908,Average,Negative,27,Phone Order,Saturday,25.99200926817069,Carrot Cake,Heather Peterson,"6076 Moore Ports Apt. 923
South Christinaberg, VA 42933",465.292.1683x88660,Unknown,John Hall,staffordmatthew@example.com
332,2,332,2023-01-14 20:00:00,1,15.320666657540208,East,Credit Card,False,Cloudy,29.986766022033063,Good,Positive,34,In Store,Saturday,15.320666657540208,Chocolate Cake,Trevor Frost,"604 Breanna Locks
West Matthewbury, IA 42943",280-469-8057,darrenrobinson@example.net,Jimmy Andrews,webstermichelle@example.com
333,4,333,2023-01-14 21:00:00,1,8.628333253312189,North,Cash,False,Rainy,24.29336460859992,Good,Negative,16,In Store,Saturday,8.628333253312189,Pizza Pepperoni,Holly Williams,"34815 Tiffany Tunnel
Karenstad, AS 45949",(607)423-4910x26265,yvonnedaniels@example.org,Samantha Scott,katiewilson@example.org
334,7,334,2023-01-14 22:00:00,1,18.666030541510757,East,Online,False,Cloudy,26.90153939836532,Poor,Negative,49,In Store,Saturday,18.666030541510757,Cheesecake,Kelly Clark,"28891 Kaitlyn Point
Port Wesley, MP 39247",(684)405-1446x539,barnettscott@example.com,Anthony Steele,lloydanthony@example.org
335,0,335,2023-01-14 23:00:00,2,17.573980393185572,West,Online,False,Rainy,22.901708420179062,Excellent,Positive,33,In Store,Saturday,35.147960786371144,Vanilla Cake,Ricky Davis,"59994 Graham Light Suite 923
Lake Douglasville, NV 40667",730.491.1238,Unknown,David Norris,callahanmakayla@example.org
336,8,336,2023-01-15 00:00:00,2,15.640744506310863,East,Credit Card,False,Rainy,23.155581222947536,Excellent,Negative,59,Online Order,Sunday,31.281489012621726,Fruit Cake,Jessica Colon,"089 Linda Brooks
Thompsonburgh, VI 80523",259.529.7402x1088,Unknown,Tom Smith,pellis@example.org
337,5,337,2023-01-15 01:00:00,3,19.23268933746696,West,Credit Card,False,Rainy,20.345706326099112,Poor,Negative,51,Online Order,Sunday,57.69806801240088,Pizza Margherita,Jennifer Oliver,"7078 Sherry Ports Apt. 795
South Thomas, MP 32635",+1-742-854-2322x106,joseph66@example.net,Michelle Allison,Unknown
338,0,338,2023-01-15 02:00:00,1,5.471327322669094,North,Credit Card,False,Sunny,33.451198248616166,Poor,Positive,20,Online Order,Sunday,5.471327322669094,Vanilla Cake,Erin Farley,"USCGC Williams
FPO AP 91069",001-742-303-8068,jenniferklein@example.net,Nicole Gomez,mccartyemily@example.net
339,4,339,2023-01-15 03:00:00,4,16.043006375911432,South,Credit Card,True,Cloudy,23.160599976123592,Excellent,Negative,28,Phone Order,Sunday,64.17202550364573,Pizza Pepperoni,Gregg Gonzalez,"17144 Smith Road
Careyside, CA 28435",(253)599-8948,monica36@example.org,Jennifer Dillon,pauleverett@example.com
340,3,340,2023-01-15 04:00:00,4,9.95364169004608,North,Credit Card,True,Sunny,23.41300815404695,Average,Neutral,18,In Store,Sunday,39.81456676018432,Carrot Cake,Christina Christensen,"834 Thornton Corner Apt. 489
Matthewstad, SD 05282",001-922-842-2022x492,jamielewis@example.net,Christina Ortega,rwalker@example.com
341,5,341,2023-01-15 05:00:00,1,18.59098828529548,North,Cash,False,Rainy,24.194021489676977,Poor,Negative,36,Online Order,Sunday,18.59098828529548,Pizza Margherita,Justin Griffin,"USCGC Roy
FPO AA 01505",424.728.4369x2105,aduncan@example.org,Brian Mcfarland,michael06@example.org
342,6,342,2023-01-15 06:00:00,1,9.000127949929663,South,Online,True,Sunny,21.911121075431435,Average,Negative,53,In Store,Sunday,9.000127949929663,Pizza Beef Double decker,Joseph Reynolds,"714 Allison Rue Suite 937
Brandimouth, KY 78557",529-411-7379,joseph81@example.org,John Evans,shawruben@example.net
343,0,343,2023-01-15 07:00:00,1,15.872847489725256,East,Cash,True,Cloudy,29.588943247720444,Poor,Unknown,50,In Store,Sunday,15.872847489725256,Vanilla Cake,Denise Woods,"1690 Quinn Bridge Apt. 837
North Joshuafurt, UT 41238",+1-225-686-7207x85757,gmoore@example.com,Regina Simmons,victoria28@example.net
344,1,344,2023-01-15 08:00:00,2,18.16470529476172,South,Cash,True,Rainy,21.1271442976638,Poor,Unknown,48,Phone Order,Sunday,36.32941058952344,Red Velvet Cake,Dennis Frost,"904 Nelson Pines
East Stephanie, IL 26505",850.748.4215x90972,jill25@example.org,Taylor Lee,harrisonchristopher@example.com
345,6,345,2023-01-15 09:00:00,2,5.624852275740237,East,Cash,False,Sunny,22.01303639489525,Average,Neutral,41,Phone Order,Sunday,11.249704551480471,Pizza Beef Double decker,David Kidd,"700 Christopher Flat Suite 693
West Coryfurt, FM 59554",5777722608,jennifer68@example.org,Matthew Richmond,edwin47@example.net
346,0,346,2023-01-15 10:00:00,2,10.964713693880542,East,Cash,False,Sunny,29.671350898851397,Average,Unknown,21,Online Order,Sunday,21.929427387761084,Vanilla Cake,Sarah Delgado,"3714 Coleman Lights
Millerberg, CA 20775",+1-433-749-6184x61477,dawsonandrew@example.com,Cassandra Johnson,william06@example.com
347,2,347,2023-01-15 11:00:00,5,16.434635480329078,West,Cash,False,Cloudy,25.09490930722164,Excellent,Unknown,17,Online Order,Sunday,82.17317740164539,Chocolate Cake,Alex Smith MD,"489 Alisha Fords Apt. 695
Michaelfort, NY 64852",820.733.0594x0251,Unknown,Robert Vaughn,shannonpeters@example.net
348,1,348,2023-01-15 12:00:00,4,11.823783342613806,West,Credit Card,False,Sunny,30.61921740051784,Poor,Positive,47,Phone Order,Sunday,47.295133370455225,Red Velvet Cake,Charles Hunt,"238 Michelle Village
Michaelshire, ID 05928",590.650.4397x9812,stephensonamanda@example.com,Travis Snow,eturner@example.org
349,5,349,2023-01-15 13:00:00,4,9.00878944690393,South,Credit Card,False,Cloudy,28.36137117005213,Good,Unknown,16,Phone Order,Sunday,36.03515778761572,Pizza Margherita,Heather Mercado,"43593 Hayes Forges
Boothview, DE 89533",4247979066,svance@example.net,Benjamin Mueller,wesleygarcia@example.org
350,8,350,2023-01-15 14:00:00,3,8.29708023234785,North,Online,True,Rainy,23.84031759592269,Good,Neutral,56,In Store,Sunday,24.89124069704355,Fruit Cake,Amy Smith,"734 Tammy Tunnel Apt. 661
Sherryton, CO 85694",+1-493-739-2431x6379,nsmith@example.com,Patrick Navarro,jason36@example.org
351,2,351,2023-01-15 15:00:00,2,6.972774003745669,South,Cash,False,Rainy,29.76241925733992,Poor,Positive,30,In Store,Sunday,13.945548007491338,Chocolate Cake,Daniel Atkinson,"395 Ashley Street Suite 516
North Julieville, IL 83146",469.265.8307x58272,xmeyer@example.com,Robert Graves,bethmelton@example.net
352,6,352,2023-01-15 16:00:00,5,17.856943397844233,East,Online,True,Sunny,21.74410520439321,Poor,Negative,39,Online Order,Sunday,89.28471698922117,Pizza Beef Double decker,Alexandria Miller,"182 Eric Via
South Sarahview, AS 44387",213-528-7137,dennis16@example.org,Wesley Harris,jacquelineduke@example.org
353,3,353,2023-01-15 17:00:00,5,13.63033104877334,West,Credit Card,False,Rainy,28.04615574620045,Poor,Negative,29,Online Order,Sunday,68.1516552438667,Carrot Cake,Christina Herrera,"Unit 8212 Box 8435
DPO AE 50961",996.365.4030,marybates@example.org,Christine Lee,meganbarnett@example.com
354,4,354,2023-01-15 18:00:00,4,6.14577417487184,South,Credit Card,True,Rainy,26.55722157567552,Average,Positive,38,Phone Order,Sunday,24.58309669948736,Pizza Pepperoni,Sarah Mills,"USNS Horton
FPO AA 46635",001-596-369-6951x89290,april37@example.net,James Davis,Unknown
